county.name	candidate.name	vote.percent	vote.count	state_fips	year
Autauga	Kerry	23.7	4758	01	2004
Autauga	Bush	75.7	15196	01	2004
Autauga	Other	0.6	127	01	2004
Baldwin	Kerry	22.5	15599	01	2004
Baldwin	Bush	76.4	52971	01	2004
Baldwin	Other	1.1	750	01	2004
Barbour	Kerry	44.8	4832	01	2004
Barbour	Bush	54.7	5899	01	2004
Barbour	Other	0.4	46	01	2004
Bibb	Kerry	27.5	2089	01	2004
Bibb	Bush	72	5472	01	2004
Bibb	Other	0.5	39	01	2004
Blount	Kerry	18.3	3938	01	2004
Blount	Bush	80.9	17386	01	2004
Blount	Other	0.8	180	01	2004
Bullock	Kerry	68.1	3210	01	2004
Bullock	Bush	31.7	1494	01	2004
Bullock	Other	0.3	13	01	2004
Butler	Kerry	40.6	3413	01	2004
Butler	Bush	59.2	4979	01	2004
Butler	Other	0.3	24	01	2004
Calhoun	Kerry	33.3	15083	01	2004
Calhoun	Bush	65.9	29814	01	2004
Calhoun	Other	0.8	352	01	2004
Chambers	Kerry	41	5347	01	2004
Chambers	Bush	58.5	7622	01	2004
Chambers	Other	0.5	63	01	2004
Cherokee	Kerry	33.6	3040	01	2004
Cherokee	Bush	65.5	5923	01	2004
Cherokee	Other	1	86	01	2004
Chilton	Kerry	22.6	3778	01	2004
Chilton	Bush	76.9	12829	01	2004
Chilton	Other	0.5	86	01	2004
Choctaw	Kerry	45.7	3303	01	2004
Choctaw	Bush	53.9	3897	01	2004
Choctaw	Other	0.4	27	01	2004
Clarke	Kerry	40.6	4627	01	2004
Clarke	Bush	59.1	6730	01	2004
Clarke	Other	0.3	37	01	2004
Clay	Kerry	28.8	1893	01	2004
Clay	Bush	70.3	4624	01	2004
Clay	Other	0.9	59	01	2004
Cleburne	Kerry	24	1391	01	2004
Cleburne	Bush	75.4	4370	01	2004
Cleburne	Other	0.6	37	01	2004
Coffee	Kerry	25.4	4480	01	2004
Coffee	Bush	73.9	13019	01	2004
Coffee	Other	0.7	117	01	2004
Colbert	Kerry	44.3	10598	01	2004
Colbert	Bush	55.1	13188	01	2004
Colbert	Other	0.6	149	01	2004
Conecuh	Kerry	45.2	2719	01	2004
Conecuh	Bush	54.3	3271	01	2004
Conecuh	Other	0.5	31	01	2004
Coosa	Kerry	41.1	2055	01	2004
Coosa	Bush	58.1	2905	01	2004
Coosa	Other	0.8	41	01	2004
Covington	Kerry	23.4	3423	01	2004
Covington	Bush	76	11119	01	2004
Covington	Other	0.6	85	01	2004
Crenshaw	Kerry	30.9	1698	01	2004
Crenshaw	Bush	68.7	3777	01	2004
Crenshaw	Other	0.5	25	01	2004
Cullman	Kerry	22.9	8045	01	2004
Cullman	Bush	76.2	26818	01	2004
Cullman	Other	0.9	328	01	2004
Dale	Kerry	24.6	4484	01	2004
Dale	Bush	74.7	13621	01	2004
Dale	Other	0.7	126	01	2004
Dallas	Kerry	60.2	11175	01	2004
Dallas	Bush	39.5	7335	01	2004
Dallas	Other	0.3	63	01	2004
DeKalb	Kerry	29.3	7092	01	2004
DeKalb	Bush	69.9	16904	01	2004
DeKalb	Other	0.7	173	01	2004
Elmore	Kerry	22.6	6471	01	2004
Elmore	Bush	76.9	22056	01	2004
Elmore	Other	0.5	153	01	2004
Escambia	Kerry	30.8	3814	01	2004
Escambia	Bush	68.7	8513	01	2004
Escambia	Other	0.5	68	01	2004
Etowah	Kerry	35.9	15328	01	2004
Etowah	Bush	63.3	26999	01	2004
Etowah	Other	0.8	353	01	2004
Fayette	Kerry	30.1	2408	01	2004
Fayette	Bush	69.2	5534	01	2004
Fayette	Other	0.7	60	01	2004
Franklin	Kerry	36.8	4514	01	2004
Franklin	Bush	62.7	7690	01	2004
Franklin	Other	0.5	65	01	2004
Geneva	Kerry	20.1	2113	01	2004
Geneva	Bush	79.3	8342	01	2004
Geneva	Other	0.6	65	01	2004
Greene	Kerry	79.3	3764	01	2004
Greene	Bush	20.2	958	01	2004
Greene	Other	0.5	26	01	2004
Hale	Kerry	58.3	4631	01	2004
Hale	Bush	41.3	3281	01	2004
Hale	Other	0.4	33	01	2004
Henry	Kerry	33.3	2452	01	2004
Henry	Bush	66.3	4881	01	2004
Henry	Other	0.4	28	01	2004
Houston	Kerry	25.3	9144	01	2004
Houston	Bush	74.2	26874	01	2004
Houston	Other	0.5	183	01	2004
Jackson	Kerry	42.5	8635	01	2004
Jackson	Bush	56.8	11534	01	2004
Jackson	Other	0.7	152	01	2004
Jefferson	Kerry	45.2	132286	01	2004
Jefferson	Bush	54.2	158680	01	2004
Jefferson	Other	0.7	2001	01	2004
Lamar	Kerry	28.4	1956	01	2004
Lamar	Bush	71.1	4894	01	2004
Lamar	Other	0.5	35	01	2004
Lauderdale	Kerry	39.4	14628	01	2004
Lauderdale	Bush	59.7	22161	01	2004
Lauderdale	Other	0.9	318	01	2004
Lawrence	Kerry	44	6155	01	2004
Lawrence	Bush	55.2	7730	01	2004
Lawrence	Other	0.8	116	01	2004
Lee	Kerry	36.4	16227	01	2004
Lee	Bush	62.7	27972	01	2004
Lee	Other	0.9	411	01	2004
Limestone	Kerry	31.4	9126	01	2004
Limestone	Bush	67.8	19702	01	2004
Limestone	Other	0.8	245	01	2004
Lowndes	Kerry	70.3	4233	01	2004
Lowndes	Bush	29.7	1786	01	2004
Lowndes	Other	0	2	01	2004
Macon	Kerry	82.9	7800	01	2004
Macon	Bush	16.7	1570	01	2004
Macon	Other	0.4	37	01	2004
Madison	Kerry	40.2	52644	01	2004
Madison	Bush	58.9	77173	01	2004
Madison	Other	0.9	1245	01	2004
Marengo	Kerry	48.8	5037	01	2004
Marengo	Bush	50.9	5255	01	2004
Marengo	Other	0.3	30	01	2004
Marion	Kerry	29.6	3808	01	2004
Marion	Bush	69.8	8983	01	2004
Marion	Other	0.7	84	01	2004
Marshall	Kerry	26.8	8452	01	2004
Marshall	Bush	72.3	22783	01	2004
Marshall	Other	0.8	256	01	2004
Mobile	Kerry	40.7	63732	01	2004
Mobile	Bush	58.7	92014	01	2004
Mobile	Other	0.7	1025	01	2004
Monroe	Kerry	38.5	3666	01	2004
Monroe	Bush	61.2	5831	01	2004
Monroe	Other	0.4	37	01	2004
Montgomery	Kerry	50.4	45160	01	2004
Montgomery	Bush	49.2	44097	01	2004
Montgomery	Other	0.4	393	01	2004
Morgan	Kerry	30.1	14131	01	2004
Morgan	Bush	69.1	32477	01	2004
Morgan	Other	0.8	399	01	2004
Perry	Kerry	68.2	3767	01	2004
Perry	Bush	31.5	1738	01	2004
Perry	Other	0.3	18	01	2004
Pickens	Kerry	42.9	3915	01	2004
Pickens	Bush	56.6	5170	01	2004
Pickens	Other	0.5	47	01	2004
Pike	Kerry	36.5	4334	01	2004
Pike	Bush	63	7483	01	2004
Pike	Other	0.6	66	01	2004
Randolph	Kerry	31.3	2817	01	2004
Randolph	Bush	68.1	6127	01	2004
Randolph	Other	0.6	57	01	2004
Russell	Kerry	49.8	8375	01	2004
Russell	Bush	49.6	8337	01	2004
Russell	Other	0.6	97	01	2004
St. Clair	Kerry	18.7	5456	01	2004
St. Clair	Bush	80.6	23500	01	2004
St. Clair	Other	0.7	205	01	2004
Shelby	Kerry	18.8	14850	01	2004
Shelby	Bush	80.4	63435	01	2004
Shelby	Other	0.8	621	01	2004
Sumter	Kerry	70.4	4527	01	2004
Sumter	Bush	29.2	1880	01	2004
Sumter	Other	0.4	26	01	2004
Talladega	Kerry	38	11374	01	2004
Talladega	Bush	61.3	18331	01	2004
Talladega	Other	0.6	193	01	2004
Tallapoosa	Kerry	30.4	5451	01	2004
Tallapoosa	Bush	69	12392	01	2004
Tallapoosa	Other	0.6	109	01	2004
Tuscaloosa	Kerry	37.9	26447	01	2004
Tuscaloosa	Bush	61.4	42877	01	2004
Tuscaloosa	Other	0.7	506	01	2004
Walker	Kerry	31.8	9016	01	2004
