county.name	candidate.name	vote.percent	vote.count	state_fips	year
Autauga	Carter	49.7	4640	01	1976
Autauga	Ford	48.3	4512	01	1976
Autauga	Other	2	186	01	1976
Baldwin	Carter	40	9191	01	1976
Baldwin	Ford	57.7	13256	01	1976
Baldwin	Other	2.3	520	01	1976
Barbour	Carter	54.4	4730	01	1976
Barbour	Ford	43.2	3758	01	1976
Barbour	Other	2.3	202	01	1976
Bibb	Carter	63.7	2850	01	1976
Bibb	Ford	35.6	1591	01	1976
Bibb	Other	0.7	33	01	1976
Blount	Carter	60.5	6645	01	1976
Blount	Ford	38.6	4233	01	1976
Blount	Other	0.9	100	01	1976
Bullock	Carter	69.4	3536	01	1976
Bullock	Ford	29.1	1482	01	1976
Bullock	Other	1.5	74	01	1976
Butler	Carter	59.3	4271	01	1976
Butler	Ford	40.4	2909	01	1976
Butler	Other	0.4	28	01	1976
Calhoun	Carter	62.6	20466	01	1976
Calhoun	Ford	36	11763	01	1976
Calhoun	Other	1.4	471	01	1976
Chambers	Carter	52	6164	01	1976
Chambers	Ford	46.3	5488	01	1976
Chambers	Other	1.7	196	01	1976
Cherokee	Carter	74.6	4668	01	1976
Cherokee	Ford	23.8	1492	01	1976
Cherokee	Other	1.5	96	01	1976
Chilton	Carter	53.4	5550	01	1976
Chilton	Ford	45.5	4725	01	1976
Chilton	Other	1.1	110	01	1976
Choctaw	Carter	56.1	3911	01	1976
Choctaw	Ford	43.5	3033	01	1976
Choctaw	Other	0.4	28	01	1976
Clarke	Carter	52.6	4737	01	1976
Clarke	Ford	45.8	4126	01	1976
Clarke	Other	1.6	143	01	1976
Clay	Carter	60.6	2946	01	1976
Clay	Ford	38.8	1883	01	1976
Clay	Other	0.6	29	01	1976
Cleburne	Carter	62.5	2490	01	1976
Cleburne	Ford	36.1	1436	01	1976
Cleburne	Other	1.4	55	01	1976
Coffee	Carter	62	7844	01	1976
Coffee	Ford	37	4683	01	1976
Coffee	Other	1	124	01	1976
Colbert	Carter	71.2	11996	01	1976
Colbert	Ford	26.5	4471	01	1976
Colbert	Other	2.2	375	01	1976
Conecuh	Carter	62	3086	01	1976
