county.name	candidate.name	vote.percent	vote.count	state_fips	year
Autauga	Clinton	23.8	5936	01	2016
Autauga	Trump	72.8	18172	01	2016
Autauga	McMullin	0	0	01	2016
Autauga	Other	3.5	865	01	2016
Baldwin	Clinton	19.4	18458	01	2016
Baldwin	Trump	76.5	72883	01	2016
Baldwin	McMullin	0	0	01	2016
Baldwin	Other	4.1	3874	01	2016
Barbour	Clinton	46.5	4871	01	2016
Barbour	Trump	52.1	5454	01	2016
Barbour	McMullin	0	0	01	2016
Barbour	Other	1.4	144	01	2016
Bibb	Clinton	21.2	1874	01	2016
Bibb	Trump	76.4	6738	01	2016
Bibb	McMullin	0	0	01	2016
Bibb	Other	2.3	207	01	2016
Blount	Clinton	8.4	2156	01	2016
Blount	Trump	89.3	22859	01	2016
Blount	McMullin	0	0	01	2016
Blount	Other	2.2	573	01	2016
Bullock	Clinton	74.9	3530	01	2016
Bullock	Trump	24.2	1140	01	2016
Bullock	McMullin	0	0	01	2016
Bullock	Other	0.8	40	01	2016
Butler	Clinton	42.7	3726	01	2016
Butler	Trump	56.1	4901	01	2016
Butler	McMullin	0	0	01	2016
Butler	Other	1.2	105	01	2016
Calhoun	Clinton	27.7	13242	01	2016
Calhoun	Trump	68.7	32865	01	2016
Calhoun	McMullin	0	0	01	2016
Calhoun	Other	3.7	1757	01	2016
Chambers	Clinton	41.6	5784	01	2016
Chambers	Trump	56.4	7843	01	2016
Chambers	McMullin	0	0	01	2016
Chambers	Other	2	273	01	2016
Cherokee	Clinton	14.4	1547	01	2016
Cherokee	Trump	83.4	8953	01	2016
Cherokee	McMullin	0	0	01	2016
Cherokee	Other	2.2	233	01	2016
Chilton	Clinton	15.8	2911	01	2016
Chilton	Trump	82.1	15081	01	2016
Chilton	McMullin	0	0	01	2016
Chilton	Other	2.1	377	01	2016
Choctaw	Clinton	42.6	3109	01	2016
Choctaw	Trump	56.3	4106	01	2016
Choctaw	McMullin	0	0	01	2016
Choctaw	Other	1.1	77	01	2016
Clarke	Clinton	44.1	5749	01	2016
Clarke	Trump	54.8	7140	01	2016
Clarke	McMullin	0	0	01	2016
Clarke	Other	1.1	142	01	2016
Clay	Clinton	18.7	1237	01	2016
Clay	Trump	79.2	5245	01	2016
Clay	McMullin	0	0	01	2016
Clay	Other	2.1	142	01	2016
Cleburne	Clinton	10.4	684	01	2016
Cleburne	Trump	87.4	5764	01	2016
Cleburne	McMullin	0	0	01	2016
Cleburne	Other	2.2	145	01	2016
Coffee	Clinton	20.3	4221	01	2016
Coffee	Trump	76.4	15875	01	2016
Coffee	McMullin	0	0	01	2016
Coffee	Other	3.2	671	01	2016
Colbert	Clinton	29.3	7312	01	2016
Colbert	Trump	67.2	16746	01	2016
Colbert	McMullin	0	0	01	2016
Colbert	Other	3.4	857	01	2016
Conecuh	Clinton	46.8	3080	01	2016
Conecuh	Trump	51.9	3420	01	2016
Conecuh	McMullin	0	0	01	2016
Conecuh	Other	1.3	85	01	2016
Coosa	Clinton	33.9	1782	01	2016
Coosa	Trump	64.4	3381	01	2016
Coosa	McMullin	0	0	01	2016
Coosa	Other	1.7	89	01	2016
Covington	Clinton	15	2387	01	2016
Covington	Trump	83.2	13267	01	2016
Covington	McMullin	0	0	01	2016
Covington	Other	1.8	286	01	2016
Crenshaw	Clinton	26.6	1664	01	2016
Crenshaw	Trump	72	4513	01	2016
Crenshaw	McMullin	0	0	01	2016
Crenshaw	Other	1.4	90	01	2016
Cullman	Clinton	10	3798	01	2016
Cullman	Trump	87.1	32989	01	2016
Cullman	McMullin	0	0	01	2016
Cullman	Other	2.9	1086	01	2016
Dale	Clinton	23.5	4413	01	2016
Dale	Trump	73.6	13808	01	2016
Dale	McMullin	0	0	01	2016
Dale	Other	2.8	528	01	2016
Dallas	Clinton	68.3	12836	01	2016
Dallas	Trump	30.8	5789	01	2016
Dallas	McMullin	0	0	01	2016
Dallas	Other	0.9	167	01	2016
DeKalb	Clinton	14	3622	01	2016
DeKalb	Trump	82.9	21405	01	2016
DeKalb	McMullin	0	0	01	2016
DeKalb	Other	3.1	799	01	2016
Elmore	Clinton	22.7	8443	01	2016
Elmore	Trump	74.2	27634	01	2016
Elmore	McMullin	0	0	01	2016
Elmore	Other	3.2	1183	01	2016
Escambia	Clinton	31	4605	01	2016
Escambia	Trump	66.9	9935	01	2016
Escambia	McMullin	0	0	01	2016
Escambia	Other	2.1	305	01	2016
Etowah	Clinton	23.6	10442	01	2016
Etowah	Trump	73.3	32353	01	2016
Etowah	McMullin	0	0	01	2016
